kw,sentence
Transistoren,Zum Vergleich: Die Gate-Länge des kleinsten Siliziums Transistoren beträgt etwa 20 Nanometer.
Transistoren,"Nanodrähte zu Milliarden von Transistoren auf einem Mikrochip könnte eines Tages winzige, ultraschnelle Computer antreiben."
Transistoren,"Die Maschine war bedeckt mit Röhren und Kugeln, Tesla-Spulen und Elektroden, Trichtern und Gläsern, Mikrochips und Transistoren ."
Transistoren,Durch Verkleinern der Größe des Transistoren und andere in das Silizium geätzte Merkmale können mehr der winzigen Geräte auf einen einzigen Chip gequetscht werden.
Transistoren,Im Westen Transistoren hatte lange Zeit die thermionische Röhre in Audioschaltungen ersetzt.
Transistoren,"Die Mikrominiaturisierung von Schaltungen und Transistoren in einem noch nie dagewesenen Tempo entwickelt und geht immer noch weiter, wenn auch nicht ganz so schnell."
Sender,"Um die Details zu erfahren, hat ein Außendienstteam grüne Libellen mit Funk ausgestattet Sender ."
Sender,"Diese sind Sender die Funkwellen verwenden, um mit Mobiltelefonen zu kommunizieren."
Sender,"Mit nur ein paar elektronischen Komponenten, die höchstens ein oder zwei Dollar kosten, können Sie ein einfaches Radio bauen Sender und Empfänger."
Sender,"Das Buch ist ein praktisches Nachschlagewerk für Profis, die Verstärker für lineare Sender ."
Sender,"Seit Beginn dieses Projekts im Jahr 2003 wurden vier Unechte Karettstäbchen getaggt, ausgestattet mit Sender , und freigegeben."
Sender,Aktivisten fürchten die Strahlung von Mobiltelefonen Sender kann Krebs oder andere gesundheitliche Probleme verursachen.
Sender,"Mehr als ein Dutzend Abhör- und Störstellen, Telefonzentralen sowie Radio und Fernsehen Sender wurden angegriffen."
Sender,"Wir haben Satelliten angeschlossen Sender Schildkröten, die gerade mit dem Nisten fertig waren."
Sender,"Bei geringer Prävalenz ist es sinnvoll, den Kern zu adressieren Sender , wie Prostituierte und deren Kunden."
Sender,"Die Zellen, Nerven und Sender im Gehirn werden im Verlauf der Erkrankung angegriffen, das Gehirn schrumpft und es entstehen Lücken."
Transponder,"Radar ist der lebenswichtige Teil des IFF-Systems, das einheitenbasiert abfragt Transponder und Antworten lesen."
Transponder,Vier verankerte Dan-Bojen mit Radar Transponder die Navigationskontrolle für den größten Teil der Vermessung.
Transponder,"Diese Chips fungieren als Transponder , immer auf ein von Transceivern oder RFID-Lesegeräten gesendetes Funksignal achten."
Transponder,"Die meisten Flugzeuge tragen Transponder , Geräte, die die Identifikation, Höhe und Geschwindigkeit eines Flugzeugs an Bodenlotsen weitergeben."
Transponder,"In ihrer Antwort haben die Parteien erklärt, dass alle Telenors Transponder sind für die Übertragung von Fernsehsignalen geeignet."
Transponder,"Das ist sehr praktisch, nicht so sehr für das Bild selbst, sondern für die Menge interessanter Daten im Zusammenhang mit dem Transponder können wir auch anzeigen."
Transponder,"Diese Unternehmen sind in Identifikations-Sicherheitssystemen, insbesondere in kontaktlosen Chips und Transponder ."
Transponder,"Technologie könnte helfen: zum Beispiel, indem sie von Fischereifahrzeugen verlangt, Transponder die ihren Aufenthaltsort verraten."
Transponder,Die Kapseln werden per Funk durch das Netz geleitet Transponder in sie eingearbeitet.
Transponder,"Zum 31. Dezember 2007 bestand die Flotte von SES aus 38 Satelliten und 1 048 Transponder , und deckte die gesamte Weltbevölkerung ab."
Transportsystem,"Toronto hat ein sauberes, effizientes Publikum Transportsystem bestehend aus U-Bahn, Bussen und Straßenbahnen."
Transportsystem,"Der Cyberterrorismus, der unsere Computer und unsere Kommunikationsnetzwerke lahmlegen könnte, und unser Transportsystem und das alles ist sehr real."
Transportsystem,"Er ging sogar so weit, ein Publikum vorzuschlagen Transportsystem Zugang zu dieser Wildnis zu ermöglichen."
Transportsystem,Vielleicht sollten wir den Verbrennungsmotor verbieten und zu einem Transportsystem von Maultieren und großen schwankenden Schafen.
Transportsystem,Die Transportsystem lief perfekt unter dem kanadischen Boden.
Transportsystem,Welchen anderen Spaß gibt es in Verbindung mit der heutigen Luft Transportsystem ?
Transportsystem,Der Zeitraum war Anfang dieses Jahres und war ein schwerer Test für Chinas Transportsystem und auch für die Passagiere.
Transportsystem,"Sie stehen im Zentrum einer wütenden Debatte darüber, ob die Öffentlichkeit der Stadt erweitert werden soll oder nicht Transportsystem ."
Transportsystem,"Der siebenköpfige Kommissionsausschuss überwacht den Betrieb der Bezirksgerichte, die Transportsystem und eine Reihe weiterer Verwaltungsfunktionen."
Transportsystem,"Die Transportsystem in Bangalore werde eine umfassende Überholung erleben, bei der der Busservice und die U-Bahn unter eine gemeinsame Verkehrsbehörde fallen, verriet er."
twittern,So viele Spatzen twittern dass es eher an einen stromfreudigen Klang erinnert als an eine Zusammensetzung kleiner Äußerungen.
twittern,"Ich war wirklich verwirrt, als ich nachgesehen habe twittern und sah all diese seltsamen Uploads."
twittern,"Ein süßes twittern erregte ihre Aufmerksamkeit, und Norise ging zum offenen Fenster."
twittern,Außer meinen Schritten auf dem Boden und gelegentlichen Geräuschen war nichts zu hören twittern von Vögeln.
twittern,"Gleichzeitig machen die Mediendodos, die sich immer noch in Bezug auf die Dezentralisierung verleugnen, weiterhin twittern , unabhängig von den Beweisen."
twittern,"Zu uns gesellt sich jetzt Marian Salzman, ein Marketingexperte, der kürzlich ein twittern Tweetup mit dem Unternehmen."
twittern,"Die Vögel twittern , das Horn ruft zurück, der Bergvolkstanz ein drolliges Maß, und die Alpenwelt ist in Ordnung."
twittern,"Radel hat inzwischen seinen Rekord gelöscht und, noch besser, ist wieder da twittern ."
twittern,"Ein Gerücht kursiert auf twittern dass der Arzt von Herrn Clifford Dr. Cockson heißt, muss noch vom Royalist überprüft werden."
twittern,"Es war ein Schweigen twittern unter den anderen Herzögen, dann Stille."
Benutzeroberfläche,Für jedes nicht triviale Softwarepaket scheint mir ein konsistentes Benutzeroberfläche ist hilfreicher als eine einfache.
Benutzeroberfläche,"Es ist komplex gemacht wegen der Benutzeroberfläche , die alles andere als logisch und intuitiv ist."
Benutzeroberfläche,"Es hat eine einfach zu bedienende, intuitive Benutzeroberfläche und modernste Designtools."
Benutzeroberfläche,Im Mittelpunkt des neuen Lagerverwaltungssystems steht ein überarbeitetes Benutzeroberfläche .
Benutzeroberfläche,"Drei Monate wurden verwendet, um die Benutzeroberfläche zwischen Fortran und dem Webserver und dem potenziellen Benutzer."
Benutzeroberfläche,Frühe Terminals zur Verfügung gestellt nur a Benutzeroberfläche und überlässt die Verarbeitung leistungsstarken Mainframes.
Benutzeroberfläche,Zehn Minuten und eine sengend verwirrende Benutzeroberfläche Später hatten wir unsere Pizza bestellt.
Benutzeroberfläche,Der Controller enthält auch a Benutzeroberfläche mit einer Bedientastatur und einer Flüssigkristallanzeige.
Benutzeroberfläche,"Das Testen und Messen der Bildqualität ist zwar quantifizierbar, dies gilt jedoch nicht für Benutzeroberfläche und Ergonomie."
Benutzeroberfläche,Der Browser ist dank einer gesponserten Werbung im Benutzeroberfläche .
Vakuumröhren,Die frühesten verwendeten Chronographen Vakuumröhren für das Timing und einen dünnen Kupferdraht zum Starten und Stoppen.
Vakuumröhren,Früher hatten wir elektromechanische Rechner mit Relais und Vakuumröhren .
Vakuumröhren,"Der Sprecher oder Sänger verwendet ein Mikrofon, das in den oben genannten Verstärker eingespeist wird, der Vakuumröhren ."
Vakuumröhren,"Aber dies könnte eines Tages Transistoren in Computern ersetzen, genauso wie Transistoren ersetzt wurden Vakuumröhren und Vakuumröhren ersetzten vor ihnen elektromagnetische Relais."
Vakuumröhren,"Diejenigen, die Full-Draw verwenden Vakuumröhren neigen dazu, eine stärkere Hämolyse zu zeigen als diejenigen, die direkte venöse Entnahme oder partielle Entnahmeröhrchen verwenden."
Vakuumröhren,"Fotodetektoren, die auf der fotoelektrischen Emission basieren, haben normalerweise die Form von Vakuumröhren Fotoröhren genannt."
Vakuumröhren,"Elektromagnete, Vakuumröhren , Kathodenstrahlröhren und Magnetrons in Mikrowellenherden verwenden Kupfer, ebenso wie Wellenleiter für Mikrowellenstrahlung."
Vakuumröhren,"Für die Herstellung wurden Silber- und Silberfolien verwendet Vakuumröhren , und werden auch heute noch bei der Herstellung von Halbleiterbauelementen, Schaltungen und deren Komponenten verwendet."
Vakuumröhren,"Es benutzte Vakuumröhren , Kondensatoren, Lochkarten und Quecksilber-Verzögerungsleitungen für den Speicher, aber es wurde etwas Besseres benötigt."
Vakuumröhren,"Eine innovative Technik zur Vakuumversorgung des Schiebers ermöglicht den Betrieb ohne Vakuumröhren , wodurch der Schieberegler aufgehellt wird."
Videokameras,Wichtig war auch die breite Verfügbarkeit neuer audiovisueller Technologien wie digitale Videokameras und Projektoren.
Videokameras,Zwei synchronisierte Videokameras zeichnen orthogonale planare Ansichten der Flossen mit 250 Bildern pro Sekunde auf.
Videokameras,"Die ganze Zeit, Videokameras auf dem Dach zeichnen die gesamte chaotische Szenerie auf."
Videokameras,"Doch früher trugen Wissenschaftler regelmäßig empfindliche Mikrofone, Videokameras , Infrarot-Imager usw. usw., die versuchen, diese Lebewesen einzufangen."
Videokameras,"Sie beschlagnahmten auch seinen Camcorder, das dritte Mal, dass Gerichte genommen hatten Videokameras von ihm für ähnliche Aktionen."
Videokameras,"Wir haben einen trockenen, wüstenähnlichen Ort in Idaho erreicht und wurden vom Po-Po festgenommen, weil wir ihn benutzt haben Videokameras in der Nähe eines Kernreaktors."
Videokameras,"Wenn das Angebot erfolgreich ist, können die Ermittler Verdächtige mit ausgeklügelten Videokameras , Radios und Ohrhörer."
Videokameras,Eine Reihe von Beamten wird auch Handhelds tragen Videokameras um Informationen zu sammeln.
Videokameras,Immer mehr Familien haben digitale und Videokameras um Bilder von ihren Kindern zu machen.
Videokameras,"Der neueste Trend unter Technikbegeisterten besteht darin, über Videoprotokolle zu kommunizieren Videokameras ."
Video-Telekonferenzen,"Er hat eingearbeitet Video-Telekonferenzen in seine Behandlungsprogramme aufgenommen, um Soldaten im Ausland zu helfen."
Video-Telekonferenzen,Video-Telekonferenzen ermöglicht auch die Zusammenarbeit und Manipulation von Dokumenten und Daten.
Video-Telekonferenzen,"Video-Telekonferenzen vermeidet die Notwendigkeit, Stäbe zusammenzustellen, und verringert die Mehrdeutigkeit in den Absichten der Kommandeure."
virtuelle Realität,"Vielleicht Technologien wie virtuelle Realität oder Holographie wird dem, was gelernt und geteilt werden kann, eine weitere Dimension verleihen."
virtuelle Realität,"Gerätedesigner verwenden auch virtuelle Realität und Bildschirmtests, um neue Blaupausen zu erstellen."
virtuelle Realität,Es gibt speziell entworfene virtuelle Realität Automaten im Unterhaltungskomplex sowie Disco und Videospielhalle.
virtuelle Realität,"Zum virtuelle Realität Anwendungen werden die Nanobots neben jeder Nervenfaser positioniert, die von allen fünf unserer Sinne kommt."
virtuelle Realität,"EIN virtuelle Realität game ist ein Computerspiel, das speziell entwickelt wurde, um den Benutzer vollständig in eine simulierte Umgebung einzutauchen."
virtuelle Realität,"Dieses Problem ist besonders gravierend beim Fernunterricht, der in virtuelle Realität ."
virtuelle Realität,"Ohne die Interaktivität von virtuelle Realität , war diese Art der Präsentation eher für Marketing- als für Planungszwecke geeignet."
virtuelle Realität,"Die beiden Perspektiven scheinen aus einigen entstanden zu sein virtuelle Realität , nicht aus dem echten, grausamen Alltag."
virtuelle Realität,"Ein bösartiger Virus hat a . infiziert virtuelle Realität Maschine, der titelgebende FireStarter."
virtuelle Realität,Das neue System wird auch virtuelle Realität Technologie und die Vorhersagen verwenden ständig aktualisierte Wetterdaten.
VoIP,"Es gab eine große Kerfuffle, als VoIP zunächst auf den Markt gebracht, ob sie wie traditionelle Telekommunikationsunternehmen reguliert werden sollen."
VoIP,"Schließlich, VoIP Peering ist nur dann von Vorteil, wenn der Betreiber die durchgesickerten Anrufe in Rechnung stellen kann."
VoIP,Wenn das Tagging gut funktioniert für VoIP dann erwarten Sie dasselbe auch für Video und Audio.
VoIP,"Selbst die treuesten Befürworter von Ende-zu-Ende VoIP geben schnell zu, dass Voice-Peering heute nicht die Norm ist."
VoIP,"Wenn die Federal Communications Commission den Vorschlag annimmt, werden Internet Service Provider und fast alle VoIP Unternehmen müssen ihre Systeme erschließbar gestalten."
VoIP,"Wenn Sie im Internet surfen können, können Sie VoIP Telefonanrufe."
VOIP,"Bloophones Bloogate VOIP Integrierte Zugangsgeräte und Nortel Networks MCS 5200, damit vorhandene Telefone VoIP-Netzwerke nutzen können."
VoIP,"Der Höhepunkt der Ausgabe war, dass der Verkauf von VoIP Geschäftstelefonleitungen übertrafen die von TDM-Geschäftstelefonleitungen."
VoIP,"Netzwerke der nächsten Generation, VoIP , günstigere Anrufe, neue IT-Anwendungen, Sprach-, Daten- und Videokonvergenz, VPN, IP-Netzwerke."
VoIP,"Die einzigen anderen Anforderungen für SmartStack VoIP sind ein Standard-Flash-Speicher, die physikalische Leitungsschnittstelle und ein Vocoder."
Warnsystem,"Aber als Mr. Bush gefragt wurde, ob die Vereinigten Staaten mit einem so frühen Warnsystem , schien er von der Frage verblüfft."
Warnsystem,"Walhis Anwälte sagten jedoch, der frühe Warnsystem hatte nicht richtig funktioniert."
Warnsystem,"Unsere Warnsystem war nicht vorhanden, also versuchten alle, sich vom Feld fernzuhalten."
Warnsystem,Es enthält auch eine integrale Höhe Warnsystem um Abweichungen zu vermeiden.
Warnsystem,Die Pläne werden auch Vorschläge für einen Tsunami enthalten Warnsystem .
Warnsystem,Unterbrechungen an Alarmsirenenleitungen und Stromleitungen beeinträchtigten die Warnsystem stark.
Warnsystem,"Das patentierte OCAS Warnsystem hält die Blitzlichter des Windparks immer aus, es sei denn, ein Flugzeug wird auf einem unsicheren Kurs in Richtung der Windkraftanlage erkannt."
Warnsystem,"Ohne bedienbaren Höhenmesser, Fahrtmesser oder Strömungsabriss Warnsystem , Major Howell verwendete bekannte Pitch- und Leistungseinstellungen, um sein Flugzeug am Fliegen zu halten."
Warnsystem,Diese Pegel sind heute aktiv und werden im Rahmen der Passaischer Flut betrieben Warnsystem .
Warnsystem,Angebote für spezielle Reparaturen an der Gezeitenmesser-Kabine für den frühen Tsunami werden eingeladen Warnsystem Und Wartung für die Reinigung der Schwallbrunnen in Kamorta für das Jahr.
Wasserstände,Geschäfte und Häuser wurden durch sintflutartigen Regen zerstört Wasserstände auf Rekordniveau zu steigen.
